,type,title,fuction,img
1667,사과,홍금,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQcibHCyt7skblzSYb4smP83fCBe83GYJtr@G9Xgc/x4!
1668,스프레이,피크,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvcs/y1FdEtstiN22@/VqjJM3fCBe83GYJtr@G9Xgc/x4!
1669,스프레이,챠밍아이,착화성 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvI9ufUVu1dlI28c9uaslA8M3fCBe83GYJtr@G9Xgc/x4!
1670,카네이션,레퍼스,향기가 많아 기호성 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvK6aqldUTKHHBDNVJaFe33s3fCBe83GYJtr@G9Xgc/x4!
1671,백합(나리),새로나,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCWxXjOfxqD6KA0tse5rt0M3fCBe83GYJtr@G9Xgc/x4!
1672,백합(나리),새먼보울,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvfd0RirZGwocOtA9rZIzgLM3fCBe83GYJtr@G9Xgc/x4!
1673,백합(나리),예나,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVami9gNNEnuaTHj4k5TdO83fCBe83GYJtr@G9Xgc/x4!
1674,무궁화,한바람,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnR3gJ6GuCujWOvWg2gB0VM3fCBe83GYJtr@G9Xgc/x4!
1675,글라디올러스,화이트레이스,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQbvNjXclLJqg8T2CtOaCXc3fCBe83GYJtr@G9Xgc/x4!
1676,스탠다드,백마,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvUk197jFCUF@rGmjPRCHD183fCBe83GYJtr@G9Xgc/x4!
1677,토마토,금관가야,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqFVBqFUSqMtTtyetcgvjV83fCBe83GYJtr@G9Xgc/x4!
1678,토마토,탐스레,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvi8LvuL2ztq0f16@VE7lrI83fCBe83GYJtr@G9Xgc/x4!
1679,겉보리,광안,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvM4RsJ2/3IzgU4FEwO0RUKM3fCBe83GYJtr@G9Xgc/x4!
1680,맥주보리,호진,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvHGIi7w@ZIZZf6JUqBn4yZc3fCBe83GYJtr@G9Xgc/x4!
1681,청보리,상원,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzvzzluBCQFzmihRAzMDjIs3fCBe83GYJtr@G9Xgc/x4!
1682,비모란,연옥(Yeonok),"구색이 밝고 우수, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv706lzBiSIYP0foevcFHxl83fCBe83GYJtr@G9Xgc/x4!
1683,비모란,갈포(Galpo),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvTMDbHSJKZFrd02pSb4tVqc3fCBe83GYJtr@G9Xgc/x4!
1684,배,진황,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoJGVPNxMcvECvHkp8WibRs3fCBe83GYJtr@G9Xgc/x4!
1685,비모란,홍설(Hongseol),"외관 수려, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRe42HVGu6IQj2XwNXuceW83fCBe83GYJtr@G9Xgc/x4!
1686,비모란,세우,"재배안정성, 조직이 치밀함",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvhGUcTA5TRpYiCL/3EmVTNc3fCBe83GYJtr@G9Xgc/x4!
1687,비모란,후홍(Huhong),"재배안정성, 품질우수",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQvA9GplW96HBbTfcv6eZ0M3fCBe83GYJtr@G9Xgc/x4!
1688,장미,펄레드,절화수명이 김,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnkQXASj2fvMjsv@r0AmD2s3fCBe83GYJtr@G9Xgc/x4!
1689,장미,플로렌스,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv7sh@Re8dTPZS5mdHToUuvs3fCBe83GYJtr@G9Xgc/x4!
1690,장미,러블리핑크,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvq2HXz1KSm8s/L6RUdJ6HKc3fCBe83GYJtr@G9Xgc/x4!
1691,포인세티아,하이디,화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvpaUp3Tsm1UGysud7dsbrBs3fCBe83GYJtr@G9Xgc/x4!
1692,포인세티아,해피데이,밝은 적색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOcW/w4nuriJb4ggxEWII4s3fCBe83GYJtr@G9Xgc/x4!
1693,참깨,강백,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZ1lpXzSPCfEyulnLfhfu9c3fCBe83GYJtr@G9Xgc/x4!
1694,들깨,다유,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1Z0splTgtPgpYt1AkdE0s83fCBe83GYJtr@G9Xgc/x4!
1695,특수미,조생흑찰,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVgTTwAnMBs7S@a0173AJ983fCBe83GYJtr@G9Xgc/x4!
1696,일반벼,한마음,"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIuLhFMjtje5JfTPAQd4QIc3fCBe83GYJtr@G9Xgc/x4!
1697,특수미,해평찰,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv8egGWaETLHOwC9uUYOohPc3fCBe83GYJtr@G9Xgc/x4!
1698,일반벼,운광,"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWDoVuuRww@jcCJPeyD9TMc3fCBe83GYJtr@G9Xgc/x4!
1699,일반벼,풍미,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvVkxGxEEEbtq8lPj8@r8pOM3fCBe83GYJtr@G9Xgc/x4!
1700,일반벼,청호,간척지적응,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvoFhldFiU8uQehL0m9diqVM3fCBe83GYJtr@G9Xgc/x4!
1701,아마릴리스,산호,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9hAhuf7wm0KbU6SbjIB5TM3fCBe83GYJtr@G9Xgc/x4!
1702,비모란,풍월,"재배안정성, 적색과 황색이 고르게 분포",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv@azZcE46VPdMN0Kw1kK9Dc3fCBe83GYJtr@G9Xgc/x4!
1703,일반고구마,해피미,"건강기능성, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvs8@SPxL88g/aqwd4yFCO4M3fCBe83GYJtr@G9Xgc/x4!
1704,이탈리안라이그라스,코그린,"조생종, 내한성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvz39HCUXkMFlowvtIIoapZ83fCBe83GYJtr@G9Xgc/x4!
1705,팔레높시스(호접란),아이스프린세스,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvLzdBFtGoHXuaiCns0IKaPc3fCBe83GYJtr@G9Xgc/x4!
1706,팔레높시스(호접란),화이트엔젤,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvG5IPaUhAqqaJ5aBsGvNaI83fCBe83GYJtr@G9Xgc/x4!
1707,장류용콩,선유,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4sVFC5muvy7Ipc3@SQq6uM3fCBe83GYJtr@G9Xgc/x4!
1708,특수미,보석찰,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYkpWSQvax4w@S@jgTn1YN83fCBe83GYJtr@G9Xgc/x4!
1709,일반벼,고운,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXimyyJg1v0U3NCFmGpJWtM3fCBe83GYJtr@G9Xgc/x4!
1710,일반벼,고품(Gopum),"식미, 재배안정성, 최고품질벼",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvKzgdc9z2PqUp@@Yo4jVlq83fCBe83GYJtr@G9Xgc/x4!
1711,당귀,진일,건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvgXEa0RyG@VRBpjF0SlafZ83fCBe83GYJtr@G9Xgc/x4!
1712,호밀,곡우(Gogu),"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2HnuUjiYGqVyjV1q@a2GWs3fCBe83GYJtr@G9Xgc/x4!
1713,밀,조경,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvu75qgST82@rNMr4pm3z0UM3fCBe83GYJtr@G9Xgc/x4!
1714,콩,청자3호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOupuGEQJSND/5qfdSzaRcM3fCBe83GYJtr@G9Xgc/x4!
1715,상추,하청,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvLxm3bFzl08vCIkhm7UVkGc3fCBe83GYJtr@G9Xgc/x4!
1716,쌀보리,청호쌀,"가공적성, 식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvB@ghZQpSQh@B2rxjbFQ5es3fCBe83GYJtr@G9Xgc/x4!
1717,땅콩,대명,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZXERTkXc9TD0/@Pk9Jkiic3fCBe83GYJtr@G9Xgc/x4!
1718,땅콩,백중,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2yxqsKTWQP0AtIZocM7xYM3fCBe83GYJtr@G9Xgc/x4!
1719,땅콩,자광,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvZMvC3UhQiS32OGpGV0gYPs3fCBe83GYJtr@G9Xgc/x4!
1720,콩,청두1호,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5kg7tGWtT63MH@c8e/SiDc3fCBe83GYJtr@G9Xgc/x4!
1721,들깨,상백,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvF1WxGiEVvh17ibVj7MQqn83fCBe83GYJtr@G9Xgc/x4!
1722,땅콩,고광,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvz@6SIITPrxN3CiOzP3QZ4s3fCBe83GYJtr@G9Xgc/x4!
1723,완두,청미,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXPXH4lDJkpISnHX5b/M8AM3fCBe83GYJtr@G9Xgc/x4!
1724,콩나물콩,소진,"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmX5YtIs94UygiGAtJNGWtM3fCBe83GYJtr@G9Xgc/x4!
1725,일반고구마,헬씨미,가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvxxo1cm@87FFbt4UU0pN@083fCBe83GYJtr@G9Xgc/x4!
1726,콩나물콩,신기,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnSQ3GgjymyS@3MnvYYVpVc3fCBe83GYJtr@G9Xgc/x4!
1727,일반고구마,바이오미,다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvKesuU69BMtiSfBqlZ@OVls3fCBe83GYJtr@G9Xgc/x4!
1728,거베라,노블허깅,절화수명 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCUyG5dQjYbH8nMfEQ0SyYM3fCBe83GYJtr@G9Xgc/x4!
1729,스프레이,주왕,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvkguy6wwl9V6H8urA1q1x2c3fCBe83GYJtr@G9Xgc/x4!
1730,스프레이,고동,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvCCJ/ntcnrDrZX2VKRnpJjc3fCBe83GYJtr@G9Xgc/x4!
1731,스프레이,도드람,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvBWvYl3sp2XeDqQkdgD6GTM3fCBe83GYJtr@G9Xgc/x4!
1732,스프레이,도솔,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1xkr6EmVJFwj0b8HQ6fp5M3fCBe83GYJtr@G9Xgc/x4!
1733,호박,미소,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSmrXNO5NqeKqMyjTwH3yKM3fCBe83GYJtr@G9Xgc/x4!
1734,상추,풍성,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDqMHZdYzljoqt8LqTkB/Z83fCBe83GYJtr@G9Xgc/x4!
1735,상추,적사계,식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvu5@xv56i7sxDcE7fe4rt8c3fCBe83GYJtr@G9Xgc/x4!
1736,호박,광명,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvz9vTFE7vcj/mwrkmiNXjdc3fCBe83GYJtr@G9Xgc/x4!
1737,수박,덩실이,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnHfPRj8vtQTU0gBaEJPhNM3fCBe83GYJtr@G9Xgc/x4!
1738,수박,강한별,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvckNftVv5AFHI/91hS8dNRs3fCBe83GYJtr@G9Xgc/x4!
1739,포도,흑보석(Heukboseok),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1jbvThijtdH6AKNoR73TrM3fCBe83GYJtr@G9Xgc/x4!
1740,참깨,강흑,"건강기능성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvdZVUBVu6oPeS9MQ58j3s6M3fCBe83GYJtr@G9Xgc/x4!
1741,쌀보리,동한찰,"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvc7e9MKIdTLOXrRXDvRfOLc3fCBe83GYJtr@G9Xgc/x4!
1742,일반벼,상옥,"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9/LAJucYPAKoJWKZt2GzbM3fCBe83GYJtr@G9Xgc/x4!
1743,겉보리,태강,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmW9ay9enUK0tnBKHME7M983fCBe83GYJtr@G9Xgc/x4!
1744,글라디올러스,윈드앙상블,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3weTUGuRNIlT@mNZnR0JVM3fCBe83GYJtr@G9Xgc/x4!
1745,프리지아,샤이니골드,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvY7q8Xe86pnhYXTS6abRI4M3fCBe83GYJtr@G9Xgc/x4!
1746,프리지아,퓨어엔젤,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvrW3YZ7TrrVCxyqa3uz5Rn83fCBe83GYJtr@G9Xgc/x4!
1747,프리지아,핑크쥬웰,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvn47K/H2Nxe@O5oSp053UqM3fCBe83GYJtr@G9Xgc/x4!
1748,프리지아,레드레이스,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lveo3/1gMzQBp0khbFYxz0R83fCBe83GYJtr@G9Xgc/x4!
1749,프리지아,송오브헤븐,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvAb07nDFJOkambV12sFrfh83fCBe83GYJtr@G9Xgc/x4!
1750,프리지아,퍼플환타지,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjZWlU/mbf9e7HXMW0TPYOs3fCBe83GYJtr@G9Xgc/x4!
1751,프리지아,퍼피러브,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv83ZD7K1YKasNg1pbaZVg283fCBe83GYJtr@G9Xgc/x4!
1752,팔레높시스(호접란),오렌지드림,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvL2kXCVQaplJOHsk2DOBzuM3fCBe83GYJtr@G9Xgc/x4!
1753,스탠다드,화이트데이,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvsrupDJxTPAcB7d3y/bcH@M3fCBe83GYJtr@G9Xgc/x4!
1754,스탠다드,스노우볼,,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnZjoo8/KouywfE1n7G3CC83fCBe83GYJtr@G9Xgc/x4!
1755,복숭아,수홍(Suhong),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXm0OWvoq1R0aRWtm0TT6Ss3fCBe83GYJtr@G9Xgc/x4!
1756,글라디올러스,애드립스칼렛,재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv2/dHfBom5WPa3SClqapT5c3fCBe83GYJtr@G9Xgc/x4!
1757,포인세티아,픽시레드,재배안정성,https://www.nongsaro.go.kr/ps/img/cmmImg_2020/common/no_img.jpg
